sample_name,cluster_label,class,donor,sex,age_days,cortical_layer
F1S4_160218_034_E01,Inh L3-5 SST ADGRG6,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_034_H01,Oligo L1-6 OPALIN,Non-neuronal,H16.06.002,F,12775,L5
F1S4_160218_035_B01,Inh L4-5 SST STK32A,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_035_C01,Inh L5-6 SST NPM1P10,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_035_D01,Exc L4-6 RORB SEMA3E,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_035_E01,Inh L2-5 VIP SERPINF1,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_035_F01,Exc L4-5 RORB FOLH1B,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_035_G01,Inh L2-5 VIP TYR,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_036_A01,Exc L4-6 RORB SEMA3E,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_036_D01,Inh L4-5 SST STK32A,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_036_F01,Exc L3-5 RORB TWIST2,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_036_G01,Inh L3-6 VIP HS3ST3A1,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_037_A01,Oligo L1-6 OPALIN,Non-neuronal,H16.06.002,F,12775,L5
F1S4_160218_037_B01,Exc L3-5 RORB ESR1,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_037_E01,Inh L2-5 VIP TYR,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_037_F01,Inh L4-6 SST B3GAT2,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_037_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_037_H01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_038_A01,Oligo L1-6 OPALIN,Non-neuronal,H16.06.002,F,12775,L5
F1S4_160218_038_B01,Exc L3-5 RORB FILIP1L,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_038_C01,Exc L3-5 RORB COL22A1,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_038_D01,no class,no class,H16.06.002,F,12775,L5
F1S4_160218_038_F01,Exc L4-5 RORB DAPK2,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_038_G01,Inh L2-5 VIP TYR,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_039_A01,Oligo L1-6 OPALIN,Non-neuronal,H16.06.002,F,12775,L5
F1S4_160218_039_B01,Inh L2-4 SST FRZB,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_039_C01,no class,no class,H16.06.002,F,12775,L5
F1S4_160218_039_E01,Exc L3-5 RORB ESR1,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_039_F01,Inh L2-4 PVALB WFDC2,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_039_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_040_A01,Oligo L1-6 OPALIN,Non-neuronal,H16.06.002,F,12775,L5
F1S4_160218_040_B01,Exc L3-4 RORB CARM1P1,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_040_C01,Exc L3-5 RORB ESR1,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_040_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_040_E01,Exc L3-5 RORB ESR1,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_040_F01,Exc L3-5 RORB TWIST2,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_041_D01,Exc L4-6 FEZF2 IL26,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_041_E01,no class,no class,H16.06.002,F,12775,L5
F1S4_160218_041_H01,Oligo L1-6 OPALIN,Non-neuronal,H16.06.002,F,12775,L5
F1S4_160218_042_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_042_G01,Inh L2-4 PVALB WFDC2,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_042_H01,Oligo L1-6 OPALIN,Non-neuronal,H16.06.002,F,12775,L5
F1S4_160218_043_B01,no class,no class,H16.06.002,F,12775,L5
F1S4_160218_043_E01,Inh L1-4 LAMP5 LCP2,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_043_F01,Inh L4-5 SST STK32A,GABAergic,H16.06.002,F,12775,L5
F1S4_160218_043_G01,Exc L3-5 RORB COL22A1,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_044_B01,Exc L3-5 RORB ESR1,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_044_C01,Exc L3-5 RORB ESR1,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_044_D01,Exc L3-4 RORB CARM1P1,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_044_E01,no class,no class,H16.06.002,F,12775,L5
F1S4_160218_044_G01,Exc L3-5 RORB FILIP1L,Glutamatergic,H16.06.002,F,12775,L5
F1S4_160218_044_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H16.06.002,F,12775,L5
F1S4_160317_001_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_001_B01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1025,M,18250,L5
F1S4_160317_001_E01,Inh L5-6 SST MIR548F2,GABAergic,H200.1025,M,18250,L5
F1S4_160317_001_F01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_001_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_001_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1025,M,18250,L5
F1S4_160317_002_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_002_B01,Inh L1-3 VIP ADAMTSL1,GABAergic,H200.1025,M,18250,L5
F1S4_160317_002_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_002_E01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_002_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_003_B01,Inh L5-6 SST KLHDC8A,GABAergic,H200.1025,M,18250,L5
F1S4_160317_003_C01,Inh L1-3 SST CALB1,GABAergic,H200.1025,M,18250,L5
F1S4_160317_003_D01,Exc L5-6 RORB TTC12,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_003_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_003_G01,Exc L4-6 RORB C1R,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_011_A01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_011_B01,no class,no class,H200.1025,M,18250,L5
F1S4_160317_011_C01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_011_D01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_011_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_011_F01,Exc L5-6 THEMIS FGF10,Glutamatergic,H200.1025,M,18250,L5
F1S4_160317_011_G01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1025,M,18250,L5
F1S4_160317_011_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1025,M,18250,L5
F1S4_160526_030_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1025,M,18250,L5
F1S4_160526_030_B01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1025,M,18250,L5
F1S4_160526_030_C01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1025,M,18250,L5
F1S4_160526_030_D01,Exc L5-6 RORB TTC12,Glutamatergic,H200.1025,M,18250,L5
F1S4_160526_030_E01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1025,M,18250,L5
F1S4_160526_030_F01,Exc L4-5 FEZF2 SCN4B,Glutamatergic,H200.1025,M,18250,L5
F1S4_160526_030_G01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1025,M,18250,L5
F1S4_160526_030_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1025,M,18250,L5
F1S4_160526_072_B01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1025,M,18250,L5
F1S4_160526_072_C01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1025,M,18250,L5
F1S4_160526_072_D01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1025,M,18250,L5
F1S4_160526_072_E01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1025,M,18250,L5
F1S4_160526_072_F01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1025,M,18250,L5
F1S4_160526_072_G01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1025,M,18250,L5
F1S4_160526_072_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1025,M,18250,L5
F1S4_160721_001_A01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L2
F1S4_160721_001_B01,Inh L2-4 VIP CBLN1,GABAergic,H200.1030,M,19710,L2
F1S4_160721_001_C01,Inh L1-2 VIP PCDH20,GABAergic,H200.1030,M,19710,L2
F1S4_160721_001_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L2
F1S4_160721_001_E01,Inh L1-2 ADARB2 MC4R,GABAergic,H200.1030,M,19710,L2
F1S4_160721_001_F01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L2
F1S4_160721_001_G01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L2
F1S4_160721_001_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L2
F1S4_160721_002_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L2
F1S4_160721_002_F01,Inh L1-3 VIP CCDC184,GABAergic,H200.1030,M,19710,L2
F1S4_160721_002_G01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L2
F1S4_160721_003_A01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L2
F1S4_160721_003_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L2
F1S4_160721_003_C01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L2
F1S4_160721_003_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L2
F1S4_160721_003_F01,Inh L1-2 SST BAGE2,GABAergic,H200.1030,M,19710,L2
F1S4_160721_003_G01,Inh L1-3 VIP ADAMTSL1,GABAergic,H200.1030,M,19710,L2
F1S4_160721_004_B01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L2
F1S4_160721_004_C01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L2
F1S4_160721_004_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L2
F1S4_160721_004_F01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L2
F1S4_160721_005_A01,no class,no class,H200.1030,M,19710,L2
F1S4_160721_005_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L2
F1S4_160721_005_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L2
F1S4_160721_034_A01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L2
F1S4_160721_034_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L2
F1S4_160721_034_F01,Inh L1-3 VIP CCDC184,GABAergic,H200.1030,M,19710,L2
F1S4_160721_034_G01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L2
F1S4_160721_035_B01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_160721_035_C01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_035_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_035_E01,Inh L4-6 SST B3GAT2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_035_F01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_160721_035_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_036_A01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_036_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_036_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_036_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_036_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_036_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_036_G01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_160721_037_A01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_037_B01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_037_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_037_E01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_160721_037_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_037_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_037_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_160721_038_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_038_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_038_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_038_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_038_G01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_039_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_039_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_039_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_039_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_039_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_039_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_039_G01,Inh L1-2 VIP LBH,GABAergic,H200.1030,M,19710,L3
F1S4_160721_039_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L3
F1S4_160721_040_A01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_040_B01,no class,no class,H200.1030,M,19710,L3
F1S4_160721_040_C01,Exc L3-5 RORB TWIST2,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_040_D01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1030,M,19710,L3
F1S4_160721_040_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_040_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_040_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_041_A01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_041_B01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_041_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_041_D01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_041_E01,Inh L2-5 VIP SERPINF1,GABAergic,H200.1030,M,19710,L3
F1S4_160721_041_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_041_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_042_A01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_042_B01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_042_C01,no class,no class,H200.1030,M,19710,L3
F1S4_160721_042_D01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_042_E01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_042_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_042_G01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_160721_043_A01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_043_B01,no class,no class,H200.1030,M,19710,L3
F1S4_160721_043_D01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_043_E01,Inh L2-4 VIP CBLN1,GABAergic,H200.1030,M,19710,L3
F1S4_160721_043_F01,no class,no class,H200.1030,M,19710,L3
F1S4_160721_043_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_044_A01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_044_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_044_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_044_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_044_F01,Inh L1-2 VIP LBH,GABAergic,H200.1030,M,19710,L3
F1S4_160721_045_A01,Inh L2-5 VIP SERPINF1,GABAergic,H200.1030,M,19710,L3
F1S4_160721_045_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_045_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_045_D01,Inh L2-6 VIP QPCT,GABAergic,H200.1030,M,19710,L3
F1S4_160721_045_E01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_160721_045_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_045_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_046_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_046_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_046_C01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1030,M,19710,L3
F1S4_160721_046_D01,Inh L2-3 VIP CASC6,GABAergic,H200.1030,M,19710,L3
F1S4_160721_046_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_046_F01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_046_G01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_047_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_047_B01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_047_C01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_047_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_047_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_047_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_047_G01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_048_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_048_B01,Inh L1-3 VIP ADAMTSL1,GABAergic,H200.1030,M,19710,L3
F1S4_160721_048_C01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_048_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_048_F01,Inh L2-4 VIP CBLN1,GABAergic,H200.1030,M,19710,L3
F1S4_160721_048_G01,Inh L2-4 VIP SPAG17,GABAergic,H200.1030,M,19710,L3
F1S4_160721_048_H01,no class,no class,H200.1030,M,19710,L3
F1S4_160721_049_A01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_049_B01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_160721_049_C01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_049_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_049_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_049_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_049_G01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_050_B01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_050_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_050_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_050_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_050_G01,Inh L2-3 VIP CASC6,GABAergic,H200.1030,M,19710,L3
F1S4_160721_051_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_051_C01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_051_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_051_F01,Inh L1-4 VIP CHRNA6,GABAergic,H200.1030,M,19710,L3
F1S4_160721_052_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_052_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_052_D01,Inh L2-5 VIP SERPINF1,GABAergic,H200.1030,M,19710,L3
F1S4_160721_052_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_053_A01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_053_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_053_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_053_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_053_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_053_F01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_053_G01,Inh L2-5 VIP TYR,GABAergic,H200.1030,M,19710,L3
F1S4_160721_054_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_054_B01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_054_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_054_E01,Exc L3-5 RORB TWIST2,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_054_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_054_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_054_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_160721_055_A01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_055_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_055_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_055_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_055_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_055_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_055_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_056_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_056_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_056_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_056_D01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_056_F01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_056_G01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_056_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_160721_057_A01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_057_B01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_057_C01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_160721_057_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_057_E01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160721_057_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_057_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_058_A01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_058_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160721_058_C01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
