sample_name,cluster_label,class,subclass,donor_sex,region,cortical_layer,external_donor_name
LS-15088_S86_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15088_S89_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,M,MTG,L5,H200.1030
LS-15088_S90_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15088_S91_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15088_S94_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,MTG,L5,H200.1030
LS-15088_S95_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15088_S96_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,MTG,L5,H200.1030
LS-15092_S01_E1-50,Exc L6 FEZF2 SLITRK6,Glutamatergic,L6b,M,MTG,L5,H200.1030
LS-15092_S02_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S03_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S04_E1-50,Inh L5-6 LAMP5 SFTA3,GABAergic,LAMP5,M,MTG,L5,H200.1030
LS-15092_S05_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S06_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S08_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,MTG,L5,H200.1030
LS-15092_S17_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S18_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S19_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,MTG,L5,H200.1030
LS-15092_S20_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S21_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S22_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S23_E1-50,Exc L5-6 RORB LINC00320,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S25_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S26_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,MTG,L5,H200.1030
LS-15092_S27_E1-50,Exc L5 RORB LINC01202,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S28_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,MTG,L5,H200.1030
LS-15092_S29_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S30_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S31_E1-50,Exc L5-6 THEMIS TMEM233,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S32_E1-50,Oligo L4-6 MOBP COL18A1,Non-neuronal,Oligodendrocyte,M,MTG,L5,H200.1030
LS-15092_S33_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S34_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S35_E1-50,Exc L5 RORB LINC01202,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S37_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S39_E1-50,Inh L1-2 PAX6 SCGN,GABAergic,PAX6,M,MTG,L5,H200.1030
LS-15092_S41_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S43_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15092_S44_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S46_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S47_E1-50,Outlier L5-6 SST KLHDC8A,Exclude,Exclude,M,MTG,L5,H200.1030
LS-15092_S48_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,MTG,L5,H200.1030
LS-15092_S50_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,MTG,L5,H200.1030
LS-15092_S51_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S52_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S53_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S56_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,MTG,L5,H200.1030
LS-15092_S58_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S59_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S61_E1-50,Exc L5-6 RORB LINC00320,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S62_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S63_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S64_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,MTG,L5,H200.1030
LS-15092_S66_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15092_S67_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S69_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15092_S70_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S71_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S72_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,MTG,L5,H200.1030
LS-15092_S73_E1-50,Inh L5-6 LAMP5 SFTA3,GABAergic,LAMP5,M,MTG,L5,H200.1030
LS-15092_S74_E1-50,Exc L5 RORB LINC01202,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S75_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S77_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,MTG,L5,H200.1030
LS-15092_S78_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S79_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S81_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S83_E1-50,Outlier L5-6 SST KLHDC8A,Exclude,Exclude,M,MTG,L5,H200.1030
LS-15092_S84_E1-50,Exc L5-6 RORB LINC00320,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S85_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,MTG,L5,H200.1030
LS-15092_S86_E1-50,Exc L5 RORB LINC01202,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S87_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S88_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,MTG,L5,H200.1030
LS-15092_S89_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S90_E1-50,Exc L5 RORB LINC01202,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S91_E1-50,Exc L6 FEZF2 P4HA3,Glutamatergic,L6b,M,MTG,L5,H200.1030
LS-15092_S92_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S93_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15092_S95_E1-50,Exc L5-6 FEZF2 ANKRD20A1,Glutamatergic,L6 CT,M,MTG,L5,H200.1030
LS-15093_S09_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,MTG,L5,H200.1030
LS-15093_S10_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S11_E1-50,Inh L1-3 VIP SSTR1,GABAergic,VIP,M,MTG,L5,H200.1030
LS-15093_S12_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S13_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S15_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S18_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S19_E1-50,Inh L5 PVALB CNTNAP3P2,GABAergic,PVALB,M,MTG,L5,H200.1030
LS-15093_S20_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S21_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S22_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S23_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S24_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S25_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,MTG,L5,H200.1030
LS-15093_S26_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S27_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S28_E1-50,Exc L5-6 THEMIS GPR21,Glutamatergic,L5/6 IT Car3,M,MTG,L5,H200.1030
LS-15093_S29_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S30_E1-50,Exc L5-6 THEMIS TMEM233,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S31_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S34_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S35_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15093_S36_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S38_E1-50,Exc L4-5 RORB HNRNPA1P46,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S39_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S41_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,MTG,L5,H200.1030
LS-15093_S42_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S43_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S44_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S45_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,M,MTG,L5,H200.1030
LS-15093_S46_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S47_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,MTG,L5,H200.1030
LS-15093_S48_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S49_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,MTG,L5,H200.1030
LS-15093_S50_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S51_E1-50,Exc L5-6 FEZF2 CYP26B1,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15093_S52_E1-50,Outlier L6 FEZF2 RPS17P9,Exclude,Exclude,M,MTG,L5,H200.1030
LS-15093_S53_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S55_E1-50,Inh L5-6 SST ISOC1,GABAergic,SST,M,MTG,L5,H200.1030
LS-15093_S56_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S57_E1-50,Inh L5-6 PVALB STON2,GABAergic,PVALB,M,MTG,L5,H200.1030
LS-15093_S58_E1-50,Inh L5 PVALB CNTNAP3P2,GABAergic,PVALB,M,MTG,L5,H200.1030
LS-15093_S59_E1-50,Inh L5-6 SST TH,GABAergic,SST,M,MTG,L5,H200.1030
LS-15093_S60_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S62_E1-50,Exc L5-6 FEZF2 CYP26B1,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15093_S63_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15093_S65_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S66_E1-50,Inh L6 LAMP5 C1QL2,GABAergic,LAMP5,M,MTG,L5,H200.1025
LS-15093_S68_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S69_E1-50,Inh L5-6 PVALB STON2,GABAergic,PVALB,M,MTG,L5,H200.1025
LS-15093_S70_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,MTG,L5,H200.1025
LS-15093_S71_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S72_E1-50,Astro L1 FGFR3 FOS,Non-neuronal,Astrocyte,M,MTG,L5,H200.1025
LS-15093_S73_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S74_E1-50,Inh L1-5 VIP KCNJ2,GABAergic,VIP,M,MTG,L5,H200.1025
LS-15093_S75_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S77_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S78_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S79_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S82_E1-50,Outlier L5-6 SST KLHDC8A,Exclude,Exclude,M,MTG,L5,H200.1025
LS-15093_S83_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,M,MTG,L5,H200.1025
LS-15093_S85_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S86_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S87_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S89_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,MTG,L5,H200.1025
LS-15093_S90_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,MTG,L5,H200.1025
LS-15093_S91_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S92_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S93_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1025
LS-15093_S94_E1-50,Exc L5-6 THEMIS GPR21,Glutamatergic,L5/6 IT Car3,M,MTG,L5,H200.1025
LS-15093_S95_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,M,MTG,L5,H200.1025
LS-15093_S96_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,MTG,L5,H200.1025
LS-15094_S01_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S02_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S03_E1-50,Exc L5-6 THEMIS GPR21,Glutamatergic,L5/6 IT Car3,M,MTG,L5,H200.1030
LS-15094_S04_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S05_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,MTG,L5,H200.1030
LS-15094_S06_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15094_S09_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S10_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,MTG,L5,H200.1030
LS-15094_S12_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S14_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S15_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S16_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,MTG,L5,H200.1030
LS-15094_S25_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S26_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15094_S27_E1-50,Exc L5 FEZF2 SCN7A,Glutamatergic,L5 ET,M,MTG,L5,H200.1030
LS-15094_S28_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S29_E1-50,Exc L5-6 THEMIS GPR21,Glutamatergic,L5/6 IT Car3,M,MTG,L5,H200.1030
LS-15094_S30_E1-50,Inh L1-6 LAMP5 CA13,GABAergic,LAMP5,M,MTG,L5,H200.1030
LS-15094_S31_E1-50,Exc L5-6 THEMIS TMEM233,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S33_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S34_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S36_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S38_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S39_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S41_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S43_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,MTG,L5,H200.1030
LS-15094_S44_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S45_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S46_E1-50,Inh L5-6 SST TH,GABAergic,SST,M,MTG,L5,H200.1030
LS-15094_S47_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,MTG,L5,H200.1030
LS-15094_S49_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S50_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,MTG,L5,H200.1030
LS-15094_S51_E1-50,Exc L5-6 FEZF2 CYP26B1,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15094_S52_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S53_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S54_E1-50,Outlier L1-6 THEMIS CARM1P1,Exclude,Exclude,M,MTG,L5,H200.1030
LS-15094_S55_E1-50,Exc L5-6 THEMIS GPR21,Glutamatergic,L5/6 IT Car3,M,MTG,L5,H200.1030
LS-15094_S56_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,MTG,L5,H200.1030
LS-15094_S57_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S58_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15094_S59_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S61_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,MTG,L5,H200.1030
LS-15094_S62_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S63_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S64_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,MTG,L5,H200.1030
LS-15094_S65_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S66_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S67_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S68_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15094_S69_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S70_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15094_S71_E1-50,Exc L5 RORB LINC01202,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S72_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,MTG,L5,H200.1030
LS-15094_S73_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S74_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S75_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S76_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S77_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S78_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,MTG,L5,H200.1030
LS-15094_S79_E1-50,Outlier L2-6 GAD1 BOD1,Exclude,Exclude,M,MTG,L5,H200.1030
LS-15094_S80_E1-50,Donor L2-4 GAD1 GPR17,Exclude,Exclude,M,MTG,L5,H200.1030
LS-15094_S82_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15094_S83_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S84_E1-50,Exc L6 THEMIS C6orf48,Glutamatergic,L5/6 IT Car3,M,MTG,L5,H200.1030
LS-15094_S85_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S87_E1-50,Outlier L5-6 SST KLHDC8A,Exclude,Exclude,M,MTG,L5,H200.1030
LS-15094_S89_E1-50,Exc L5 RORB LINC01202,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S90_E1-50,Exc L5-6 THEMIS TMEM233,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S91_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,MTG,L5,H200.1030
LS-15094_S92_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15094_S93_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,MTG,L5,H200.1030
LS-15302_S01_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15302_S02_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15302_S03_E1-50,Exc L5-6 THEMIS TMEM233,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15302_S04_E1-50,Exc L6 THEMIS C6orf48,Glutamatergic,L5/6 IT Car3,M,MTG,L5,H200.1030
LS-15302_S05_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15302_S06_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15302_S07_E1-50,Exc L5-6 RORB LINC00320,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15302_S08_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,MTG,L5,H200.1030
LS-15302_S09_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15302_S10_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15302_S12_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15302_S13_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,MTG,L5,H200.1030
LS-15302_S14_E1-50,Exc L5-6 FEZF2 CYP26B1,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
LS-15302_S15_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15302_S16_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,MTG,L5,H200.1030
LS-15302_S17_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15302_S18_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15302_S20_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15302_S21_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
LS-15302_S22_E1-50,Exc L5-6 RORB LINC00320,Glutamatergic,IT,M,MTG,L5,H200.1030
